@RELATION "Short sentence similarity"

@ATTRIBUTE similar {yes, no}
@ATTRIBUTE diff_Tag_CC NUMERIC
@ATTRIBUTE diff_Tag_DT NUMERIC
@ATTRIBUTE diff_Tag_EX NUMERIC
@ATTRIBUTE diff_Tag_FW NUMERIC
@ATTRIBUTE diff_Tag_IN NUMERIC
@ATTRIBUTE diff_Tag_JJ NUMERIC
@ATTRIBUTE diff_Tag_JJR NUMERIC
@ATTRIBUTE diff_Tag_JJS NUMERIC
@ATTRIBUTE diff_Tag_LS NUMERIC
@ATTRIBUTE diff_Tag_MD NUMERIC
@ATTRIBUTE diff_Tag_NN NUMERIC
@ATTRIBUTE diff_Tag_NNS NUMERIC
@ATTRIBUTE diff_Tag_NNP NUMERIC
@ATTRIBUTE diff_Tag_NNPS NUMERIC
@ATTRIBUTE diff_Tag_PDT NUMERIC
@ATTRIBUTE diff_Tag_POS NUMERIC
@ATTRIBUTE diff_Tag_PRP NUMERIC
@ATTRIBUTE diff_Tag_PRP$ NUMERIC
@ATTRIBUTE diff_Tag_RB NUMERIC
@ATTRIBUTE diff_Tag_RBR NUMERIC
@ATTRIBUTE diff_Tag_RBS NUMERIC
@ATTRIBUTE diff_Tag_RP NUMERIC
@ATTRIBUTE diff_Tag_SYM NUMERIC
@ATTRIBUTE diff_Tag_TO NUMERIC
@ATTRIBUTE diff_Tag_UH NUMERIC
@ATTRIBUTE diff_Tag_VB NUMERIC
@ATTRIBUTE diff_Tag_VBD NUMERIC
@ATTRIBUTE diff_Tag_VBG NUMERIC
@ATTRIBUTE diff_Tag_VBN NUMERIC
@ATTRIBUTE diff_Tag_VBP NUMERIC
@ATTRIBUTE diff_Tag_VBZ NUMERIC
@ATTRIBUTE diff_Tag_WDT NUMERIC
@ATTRIBUTE diff_Tag_WRB NUMERIC
@ATTRIBUTE semSim_Tag_NN NUMERIC
@ATTRIBUTE semSim_Tag_NNS NUMERIC
@ATTRIBUTE semSim_Tag_NNP NUMERIC
@ATTRIBUTE semSim_Tag_NNPS NUMERIC
@ATTRIBUTE semSim_Tag_VB NUMERIC
@ATTRIBUTE semSim_Tag_VBD NUMERIC
@ATTRIBUTE semSim_Tag_VBG NUMERIC
@ATTRIBUTE semSim_Tag_VBN NUMERIC
@ATTRIBUTE semSim_Tag_VBP NUMERIC
@ATTRIBUTE semSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_CC NUMERIC
@ATTRIBUTE lexSim_Tag_DT NUMERIC
@ATTRIBUTE lexSim_Tag_EX NUMERIC
@ATTRIBUTE lexSim_Tag_FW NUMERIC
@ATTRIBUTE lexSim_Tag_IN NUMERIC
@ATTRIBUTE lexSim_Tag_JJ NUMERIC
@ATTRIBUTE lexSim_Tag_JJR NUMERIC
@ATTRIBUTE lexSim_Tag_JJS NUMERIC
@ATTRIBUTE lexSim_Tag_LS NUMERIC
@ATTRIBUTE lexSim_Tag_MD NUMERIC
@ATTRIBUTE lexSim_Tag_NN NUMERIC
@ATTRIBUTE lexSim_Tag_NNS NUMERIC
@ATTRIBUTE lexSim_Tag_NNP NUMERIC
@ATTRIBUTE lexSim_Tag_NNPS NUMERIC
@ATTRIBUTE lexSim_Tag_PDT NUMERIC
@ATTRIBUTE lexSim_Tag_POS NUMERIC
@ATTRIBUTE lexSim_Tag_PRP NUMERIC
@ATTRIBUTE lexSim_Tag_PRP$ NUMERIC
@ATTRIBUTE lexSim_Tag_RB NUMERIC
@ATTRIBUTE lexSim_Tag_RBR NUMERIC
@ATTRIBUTE lexSim_Tag_RBS NUMERIC
@ATTRIBUTE lexSim_Tag_RP NUMERIC
@ATTRIBUTE lexSim_Tag_SYM NUMERIC
@ATTRIBUTE lexSim_Tag_TO NUMERIC
@ATTRIBUTE lexSim_Tag_UH NUMERIC
@ATTRIBUTE lexSim_Tag_VB NUMERIC
@ATTRIBUTE lexSim_Tag_VBD NUMERIC
@ATTRIBUTE lexSim_Tag_VBG NUMERIC
@ATTRIBUTE lexSim_Tag_VBN NUMERIC
@ATTRIBUTE lexSim_Tag_VBP NUMERIC
@ATTRIBUTE lexSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_WDT NUMERIC
@ATTRIBUTE lexSim_Tag_WRB NUMERIC
@ATTRIBUTE diffNouns NUMERIC
@ATTRIBUTE semSimNouns NUMERIC
@ATTRIBUTE lexSimNouns NUMERIC
@ATTRIBUTE diffVerbs NUMERIC
@ATTRIBUTE semSimVerbs NUMERIC
@ATTRIBUTE lexSimVerbs NUMERIC
@ATTRIBUTE diff_Dep_auxpass NUMERIC
@ATTRIBUTE semSim_Dep_auxpass NUMERIC
@ATTRIBUTE lexSim_Dep_auxpass NUMERIC
@ATTRIBUTE diff_Dep_cop NUMERIC
@ATTRIBUTE semSim_Dep_cop NUMERIC
@ATTRIBUTE lexSim_Dep_cop NUMERIC
@ATTRIBUTE diff_Dep_conj NUMERIC
@ATTRIBUTE semSim_Dep_conj NUMERIC
@ATTRIBUTE lexSim_Dep_conj NUMERIC
@ATTRIBUTE diff_Dep_cc NUMERIC
@ATTRIBUTE semSim_Dep_cc NUMERIC
@ATTRIBUTE lexSim_Dep_cc NUMERIC
@ATTRIBUTE diff_Dep_nsubj NUMERIC
@ATTRIBUTE semSim_Dep_nsubj NUMERIC
@ATTRIBUTE lexSim_Dep_nsubj NUMERIC
@ATTRIBUTE diff_Dep_csubj NUMERIC
@ATTRIBUTE semSim_Dep_csubj NUMERIC
@ATTRIBUTE lexSim_Dep_csubj NUMERIC
@ATTRIBUTE diff_Dep_dobj NUMERIC
@ATTRIBUTE semSim_Dep_dobj NUMERIC
@ATTRIBUTE lexSim_Dep_dobj NUMERIC
@ATTRIBUTE diff_Dep_iobj NUMERIC
@ATTRIBUTE semSim_Dep_iobj NUMERIC
@ATTRIBUTE lexSim_Dep_iobj NUMERIC
@ATTRIBUTE diff_Dep_pobj NUMERIC
@ATTRIBUTE semSim_Dep_pobj NUMERIC
@ATTRIBUTE lexSim_Dep_pobj NUMERIC
@ATTRIBUTE diff_Dep_attr NUMERIC
@ATTRIBUTE semSim_Dep_attr NUMERIC
@ATTRIBUTE lexSim_Dep_attr NUMERIC
@ATTRIBUTE diff_Dep_ccomp NUMERIC
@ATTRIBUTE semSim_Dep_ccomp NUMERIC
@ATTRIBUTE lexSim_Dep_ccomp NUMERIC
@ATTRIBUTE diff_Dep_xcomp NUMERIC
@ATTRIBUTE semSim_Dep_xcomp NUMERIC
@ATTRIBUTE lexSim_Dep_xcomp NUMERIC
@ATTRIBUTE diff_Dep_mark NUMERIC
@ATTRIBUTE semSim_Dep_mark NUMERIC
@ATTRIBUTE lexSim_Dep_mark NUMERIC
@ATTRIBUTE diff_Dep_rel NUMERIC
@ATTRIBUTE semSim_Dep_rel NUMERIC
@ATTRIBUTE lexSim_Dep_rel NUMERIC
@ATTRIBUTE diff_Dep_acomp NUMERIC
@ATTRIBUTE semSim_Dep_acomp NUMERIC
@ATTRIBUTE lexSim_Dep_acomp NUMERIC
@ATTRIBUTE diff_Dep_agent NUMERIC
@ATTRIBUTE semSim_Dep_agent NUMERIC
@ATTRIBUTE lexSim_Dep_agent NUMERIC
@ATTRIBUTE diff_Dep_ref NUMERIC
@ATTRIBUTE semSim_Dep_ref NUMERIC
@ATTRIBUTE lexSim_Dep_ref NUMERIC
@ATTRIBUTE diff_Dep_expl NUMERIC
@ATTRIBUTE semSim_Dep_expl NUMERIC
@ATTRIBUTE lexSim_Dep_expl NUMERIC
@ATTRIBUTE diff_Dep_advcl NUMERIC
@ATTRIBUTE semSim_Dep_advcl NUMERIC
@ATTRIBUTE lexSim_Dep_advcl NUMERIC
@ATTRIBUTE diff_Dep_purpcl NUMERIC
@ATTRIBUTE semSim_Dep_purpcl NUMERIC
@ATTRIBUTE lexSim_Dep_purpcl NUMERIC
@ATTRIBUTE diff_Dep_tmod NUMERIC
@ATTRIBUTE semSim_Dep_tmod NUMERIC
@ATTRIBUTE lexSim_Dep_tmod NUMERIC
@ATTRIBUTE diff_Dep_rcmod NUMERIC
@ATTRIBUTE semSim_Dep_rcmod NUMERIC
@ATTRIBUTE lexSim_Dep_rcmod NUMERIC
@ATTRIBUTE diff_Dep_amod NUMERIC
@ATTRIBUTE semSim_Dep_amod NUMERIC
@ATTRIBUTE lexSim_Dep_amod NUMERIC
@ATTRIBUTE diff_Dep_infmod NUMERIC
@ATTRIBUTE semSim_Dep_infmod NUMERIC
@ATTRIBUTE lexSim_Dep_infmod NUMERIC
@ATTRIBUTE diff_Dep_partmod NUMERIC
@ATTRIBUTE semSim_Dep_partmod NUMERIC
@ATTRIBUTE lexSim_Dep_partmod NUMERIC
@ATTRIBUTE diff_Dep_num NUMERIC
@ATTRIBUTE semSim_Dep_num NUMERIC
@ATTRIBUTE lexSim_Dep_num NUMERIC
@ATTRIBUTE diff_Dep_number NUMERIC
@ATTRIBUTE semSim_Dep_number NUMERIC
@ATTRIBUTE lexSim_Dep_number NUMERIC
@ATTRIBUTE diff_Dep_appos NUMERIC
@ATTRIBUTE semSim_Dep_appos NUMERIC
@ATTRIBUTE lexSim_Dep_appos NUMERIC
@ATTRIBUTE diff_Dep_advmod NUMERIC
@ATTRIBUTE semSim_Dep_advmod NUMERIC
@ATTRIBUTE lexSim_Dep_advmod NUMERIC
@ATTRIBUTE diff_Dep_neg NUMERIC
@ATTRIBUTE semSim_Dep_neg NUMERIC
@ATTRIBUTE lexSim_Dep_neg NUMERIC
@ATTRIBUTE diff_Dep_poss NUMERIC
@ATTRIBUTE semSim_Dep_poss NUMERIC
@ATTRIBUTE lexSim_Dep_poss NUMERIC
@ATTRIBUTE diff_Dep_possessive NUMERIC
@ATTRIBUTE semSim_Dep_possessive NUMERIC
@ATTRIBUTE lexSim_Dep_possessive NUMERIC
@ATTRIBUTE diff_Dep_prt NUMERIC
@ATTRIBUTE semSim_Dep_prt NUMERIC
@ATTRIBUTE lexSim_Dep_prt NUMERIC
@ATTRIBUTE diff_Dep_det NUMERIC
@ATTRIBUTE semSim_Dep_det NUMERIC
@ATTRIBUTE lexSim_Dep_det NUMERIC
@ATTRIBUTE diff_Dep_prep NUMERIC
@ATTRIBUTE semSim_Dep_prep NUMERIC
@ATTRIBUTE lexSim_Dep_prep NUMERIC
@ATTRIBUTE diff_Dep_xsubj NUMERIC
@ATTRIBUTE semSim_Dep_xsubj NUMERIC
@ATTRIBUTE lexSim_Dep_xsubj NUMERIC
@ATTRIBUTE diff_All NUMERIC
@ATTRIBUTE overallLexsim NUMERIC

@DATA
no,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.778556130566,0,0.75568908279,0,0.846648781545,0,0,0.768221279597,0,0.857492925713,0,0.816496580928,0,0,0.707106781187,1.0,0,0,0,0,0.739600261634,0,0.735931011762,0,0,0,0.470588235294,0,0,0,0,0,0,1.0,0,0.849044513514,0,0,0.75568908279,0,0.857492925713,0,0,0,0.751594197137,0.723287136166,1,0.770470928993,0.749340828949,3,0.75,0.75,3,0,0,0,0,0,0,0,0,3,0.099847602135,0.046875,0,0,0,0,1.0,1.0,0,0,0,1,0.53033008589,0.53033008589,0,0,0,0,1.0,1.0,3,0.833333333333,0.833333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0.833333333333,0.833333333333,1,0.75,0.75,0,0,0,5,0.820623054804
no,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0.0766964988847,1.0,1.0,0,0,0.565724576794,0,0,0,0,0,0,0,0,0.529812942826,0,0,0,0,0,0.106207667062,1.0,1.0,0,0,0,0.470588235294,0,0,0,0,0,0,0,0,0,0.502078812507,0,0,0,0,1.0,0,0,0.847352024922,0.827104688652,2,0.443603867192,0.383504711636,3,0,0,0,0,0,1,0,0,1,0,0,6,0.666666666667,0.666666666667,0,0,0,3,0.75,0.75,0,0,0,0,0.666666666667,0.666666666667,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.517857142857,0,0,0,6,0.669701237435
yes,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.480819650954,0,0.707106781187,0,0,0.0830454798537,0,0,0,0,0,0.707106781187,0,0,0.707106781187,0.0224435933261,0,0,0,0,0.452643999521,0,0.707106781187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0.560994570208,0.534973383315,1,0.141258848033,0.067229178417,0,0,0,3,0,0,1,0,0,1,0,0,0,0.0625,0.02,0,0,0,3,0,0,0,0,0,5,0.625,0.625,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0246723094369,0.105268520264,0,0,0,0,0,0,6,0.666666666667,0.666666666667,0,0,0,0,0,0,0,0.04815741338,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.05,0.0714285714286,0,0,0,6,0.694822975182
yes,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.727272727273,0.734741636674,0,0,0,0,0,0.59274804484,0,1.0,0.160894154379,0,0,0.310919185688,0,0,0,0,0,0,0.526595965704,0.731235230905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535372848948,0,0,0,2,0.734012482046,0.647881076152,2,0.764833726987,0.726641758224,0,0,0,0,0,0,1,0.75,0.75,1,0.75,0.75,4,0.395016978221,0.389899631959,0,0,0,3,0.833333333333,0.833333333333,0,0,0,1,0.031853762009,0.0271193182526,0,0,0,3,0.0535714285714,0.015306122449,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0625,0.0204081632653,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0262689159663,0.0112581068427,0,0,0,6,0.727473848269
yes,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.581274791446,0,0,0,1.0,0,0,1.0,0,1.0,1.0,1.0,0,0,0.878458591919,0,0,0,0,1.0,0.677011825341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,1.0,0,1,0.565117282275,0.668209527306,1,0.928571428571,0.889053262965,0,1.0,1.0,0,0,0,0,0.0374154016103,0.0525378319327,0,0.0666666666667,0.1,3,0.75,0.75,0,0,0,0,1.0,1.0,0,0,0,1,0.255688349855,0.258008360251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,1.0,1.0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.666666666667,0.674461542002,0,0,0,2,0.820783216673
no,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.763386285369,0,1.0,0,0,0,0,0,0,0.6,1.0,0.756207682336,0,0,0.551059069241,0,0,0,0,0,0.715474021164,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124513618677,0,0,2,0.815743702408,0.806233278566,1,0.523772994707,0.0979130329999,3,0,0,0,0,0,0,0,0.00892857142857,0,0,0.00892857142857,3,0,0,0,0,0,3,0,0,0,0,0,0,0.522072147799,0.522775222015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0833333333333,0.0238095238095,3,0.639097535155,0.628785086316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566995833406,0.0161998809545,0,0.354166666667,0.315153849252,0,0,0,4,0.650285143553
yes,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.851851851852,0.773957299203,0.640459785458,0,0,1.0,0,0.813733471207,0,0,0,1.0,0,0,1.0,1.0,0,0,0,0,0.841569391764,0.745241313525,0.640459785458,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,1.0,0,0.735931011762,0,0,0,0,0,0.733302963168,0.705497478424,1,0.740557799109,0.619199517944,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,3,0.8,0.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,0.631944444444,0.591435185185,0,0,0,2,0.848687156177
no,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.597748343057,0,0,1.0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0.540215083109,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,2,0.647452976287,0.599877401233,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534120845407,0.534120845407,0,0,0,0,0,0,0,0,0,0,0.814980262474,0.757325559161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,2,0.733147020946
no,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.775660977272,0,0,0,0,0,0,0,0,0,0,0.623302291931,0,0,0.487550250047,0.738733916075,0,0,0,0,0.761030781375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.775660977272,0.761030781375,0,0.11724137931,0.0831889081456,0,0,0,3,0,0,1,0,0,1,0,0,0,0.0384615384615,0.00892857142857,0,0,0,0,0,0,0,0,0,1,0.179950983042,0.170622049432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857143,0.0625,0,0,0,6,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0.604993420825,0.731414070389,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513888888889,0.505952380952,2,0.038009296874,0.0606253915416,0,0,0,1,0.728871553211
no,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.680401895636,0,0,0,0,0,0,1.0,0,0,0,0.880708860564,0,0,0.866025403784,0.726468416955,0,0,0,0,0.593758409391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.680401895636,0.593758409391,1,0.789352217376,0.749837855365,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0640665132479,0.0320332566239,0,0,0,1,0.0496623325481,0.0237713996945,0,0,0,1,0.513677225187,0.508341359829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.03125,0.0121120052696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683333333333,0.672619047619,1,0.212673611111,0.171614583333,0,0,0,0,0.734057840844
yes,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679733014212,0,0.928701377529,0,0,0.0830454798537,0,1.0,0,0,0,0.825380939953,0,0,1.0,1.0,0,0,0,0,0.602688447328,0,0.91885464608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165517241379,0,1.0,0,0,0,0,1,0.785190898426,0.78312268837,0,0.615457454897,0.594356459109,0,0.5,0.52973154718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535886731268,0.561231024155,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681381431866,0.675495525786,1,0.692307692308,0.6875,0,0,0,2,0.830910841615
no,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.797853278783,0.813733471207,1.0,0,1.0,0,0,0,0,0,0,1.0,0,0,0.893405147442,0,0,0,0,1.0,0.820491170001,0.722641857148,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,3,0.845062406862,0.829819483537,1,0.842777234132,0.833145396559,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,0.75,0,0,0,3,0.75,0.75,0,0,0,1,0.729166666667,0.729166666667,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.833333333333,0.833333333333,1,0.875,0.875,0,0,0,6,0.860415440481
yes,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777962205495,1.0,0.84841071846,0,1.0,1.0,0,1.0,0,1.0,1.0,0.816496580928,0,0,1.0,0.597115146707,0,0,0,0,0.699870613959,1.0,0.84841071846,0,0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,1.0,0,1.0,0,1.0,0,0,0,0.843622863879,0.820047317958,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0.0113896023552,0,0,0.0222222222222,0,1.0,1.0,0,0,0,4,0,0,0,0,0,1,0.735623259937,0.730780033154,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6015625,0.587962962963,1,0.875,0.875,0,0,0,0,0.903510757321
yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.167063972428,1.0,1.0,0,0.170850505807,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0.0483720820953,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.232181424527,0,0,0,0,0,0,0,1,0.728400980935,0.711221941974,1,0.257333905132,0.18111421475,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0.0302104073891,0.0316951995927,0,0,0,0,0.525378319327,0.507272667469,0,0,0,0,0,0,0,0.105476607648,0.0110360738996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666667,0.0204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.0208333333333,0,0,0,2,0.633482488146
no,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.709986820386,0,0,0,0,0.6,0,1.0,0,0,0,1.0,0,0,0.878458591919,0,0,0,0,0,0.702835817818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713375796178,0,1.0,0,0,0,0,3,0.569464324829,0.570659455802,1,0.681728757176,0.462539886981,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,0.833333333333,0.833333333333,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1.0,1.0,1,0.833333333333,0.833333333333,0,0,0,4,0.724086635535
yes,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91785703596,1.0,0.842777234132,0,0,1.0,0,0,0,0,0,1.0,0,0,0.942990333583,1.0,0,0,0,0,0.90882954572,1.0,0.826573646146,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.920815480227,0.933637179753,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0,1,0.916666666667,0.916666666667,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0.0540029869446,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.875,0.875,1,0.916666666667,0.916666666667,0,0,0,0,0.943963596679
no,0,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0.918917786716,0.851851851852,0,0,0,0.832050294338,0,0,0,0,0,0.952033109297,0,0,0.835766105671,0,1.0,0,0,0,0.910886228691,0.736398846289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735931011762,0,0,0,0,0,0,2,0.903019432027,0.87919369731,1,0.608644542629,0.468626212421,0,0,0,0,0,0,0,0,0,0,0,0,6,0.34909804094,0.333333333333,0,0,0,0,1.0,1.0,0,0,0,2,0.57469520427,0.565477140582,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.531781875025,0.502267986137,2,0.75,0.75,0,0,0,1,0.867257228203
